id,text,category,binary_label,severity,language,source
6684,honestly you are too stupid to understand this post online,academic_attack,1,medium,en,synthetic_template_v1
6685,really post another ridiculous post for us to mock today,provocation,1,medium,en,synthetic_template_v1
6686,Honestly nobody should work with you on the message today.,exclusion,1,medium,en,synthetic_template_v1
6687,seriously everyone knows you lied about the message in this group,rumor_mockery,1,high,en,synthetic_template_v1
6688,again please share your project when you are free right now,normal,0,none,en,synthetic_template_v1
6689,listen we will keep reporting every research you post,harassment,1,high,en,synthetic_template_v1
6690,again this design was useful and interesting,normal,0,none,en,synthetic_template_v1
6691,seriously your style looks awful right now,appearance_attack,1,high,en,synthetic_template_v1
6692,listen stop posting photos because you look ugly every time,appearance_attack,1,high,en,synthetic_template_v1
6693,Honestly we will ignore everything you post.,harassment,1,high,en,synthetic_template_v1
6694,Honestly reply again so everyone can laugh at you every time.,provocation,1,medium,en,synthetic_template_v1
6695,seriously you are so stupid today,insult,1,medium,en,synthetic_template_v1
6696,Again everyone heard that you ruined the answer every time!,rumor_mockery,1,high,en,synthetic_template_v1
6697,really leave this group because nobody likes your posts online,harassment,1,high,en,synthetic_template_v1
6698,seriously keep talking and show everyone how ridiculous you are every time,provocation,1,medium,en,synthetic_template_v1
6699,Seriously people say your presentation was copied every time!,rumor_mockery,1,high,en,synthetic_template_v1
6700,really you are completely pathetic every time,general_abuse,1,medium,en,synthetic_template_v1
6701,seriously you are acting like a worthless person in this group,insult,1,medium,en,synthetic_template_v1
6702,shut up and stop being so stupid today,general_abuse,1,medium,en,synthetic_template_v1
6703,again i disagree with your design but i respect your view today,normal,0,none,en,synthetic_template_v1
6704,Really post another hopeless idea for us to mock right now.,provocation,1,medium,en,synthetic_template_v1
6705,again nobody cares about your answer online,general_abuse,1,medium,en,synthetic_template_v1
6706,listen we will keep reporting every idea you post,harassment,1,high,en,synthetic_template_v1
6707,Again nobody should work with you on the answer,exclusion,1,medium,en,synthetic_template_v1
6708,Honestly we do not want you in this discussion,harassment,1,high,en,synthetic_template_v1
6709,people will joke about the way you look today,appearance_attack,1,high,en,synthetic_template_v1
6710,Again you should stay silent in this group in this group,harassment,1,high,en,synthetic_template_v1
6711,Really you look awkward in that photo!,appearance_attack,1,high,en,synthetic_template_v1
6712,really stop pretending you understand the assignment every time,academic_attack,1,medium,en,synthetic_template_v1
6713,seriously your report is completely useless right now,insult,1,medium,en,synthetic_template_v1
6714,honestly get lost you foolish today,general_abuse,1,medium,en,synthetic_template_v1
6715,Seriously you embarrassed yourself with that comment!,humiliation,1,high,en,synthetic_template_v1
6716,Listen you always give awful answers online.,insult,1,medium,en,synthetic_template_v1
6717,listen you are too ridiculous to understand this design in this group,academic_attack,1,medium,en,synthetic_template_v1
6718,This idea made you look ridiculous in this group.,humiliation,1,high,en,synthetic_template_v1
6719,seriously get lost you worthless today,general_abuse,1,medium,en,synthetic_template_v1
6720,really thank you for your useful answer,normal,0,none,en,synthetic_template_v1
6721,seriously please share your opinion when you are free,normal,0,none,en,synthetic_template_v1
6722,listen your research is excellent every time,normal,0,none,en,synthetic_template_v1
6723,honestly your project is a complete failure in this group,academic_attack,1,medium,en,synthetic_template_v1
6724,i disagree with your code but i respect your view in this group,normal,0,none,en,synthetic_template_v1
6725,listen post another ridiculous assignment for us to mock,provocation,1,medium,en,synthetic_template_v1
6726,listen stop pretending you understand the research every time,academic_attack,1,medium,en,synthetic_template_v1
6727,really what a useless thing to say right now,insult,1,medium,en,synthetic_template_v1
6728,again everyone knows you are bad at this subject right now,academic_attack,1,medium,en,synthetic_template_v1
6729,Honestly this opinion was useful and interesting every time.,normal,0,none,en,synthetic_template_v1
6730,listen your appearance looks terrible in that photo today,appearance_attack,1,high,en,synthetic_template_v1
6731,Seriously nobody should work with you on the idea in this group!,exclusion,1,medium,en,synthetic_template_v1
6732,honestly you look ridiculous in every picture in this group,appearance_attack,1,high,en,synthetic_template_v1
6733,you embarrassed yourself with that code today,humiliation,1,high,en,synthetic_template_v1
6734,listen everyone knows you lied about the code in this group,rumor_mockery,1,high,en,synthetic_template_v1
6735,again nobody cares about your comment in this group,general_abuse,1,medium,en,synthetic_template_v1
6736,listen post another pathetic research for us to mock right now,provocation,1,medium,en,synthetic_template_v1
6737,again everyone is laughing at your project online,humiliation,1,high,en,synthetic_template_v1
6738,seriously everyone can see how embarrassing your research is online,humiliation,1,high,en,synthetic_template_v1
6739,Honestly that picture makes you look ridiculous in this group,appearance_attack,1,high,en,synthetic_template_v1
6740,again people say your code was copied every time,rumor_mockery,1,high,en,synthetic_template_v1
6741,honestly nobody cares about your design in this group,general_abuse,1,medium,en,synthetic_template_v1
6742,honestly keep talking and show everyone how clueless you are every time,provocation,1,medium,en,synthetic_template_v1
6743,Seriously try again so everyone can laugh every time.,provocation,1,medium,en,synthetic_template_v1
6744,Seriously i really liked your post online,normal,0,none,en,synthetic_template_v1
6745,listen stop pretending you understand the design today,academic_attack,1,medium,en,synthetic_template_v1
6746,honestly your project is helpful,normal,0,none,en,synthetic_template_v1
6747,seriously your assignment makes no sense at all online,insult,1,medium,en,synthetic_template_v1
6748,listen your assignment is completely useless today,insult,1,medium,en,synthetic_template_v1
6749,Honestly your appearance looks ridiculous in that photo every time!,appearance_attack,1,high,en,synthetic_template_v1
6750,seriously your project is a joke to everyone in this group,humiliation,1,high,en,synthetic_template_v1
6751,i disagree with your design but i respect your view in this group,normal,0,none,en,synthetic_template_v1
6752,again your effort on this assignment is appreciated today,normal,0,none,en,synthetic_template_v1
6753,People will remember this embarrassing idea in this group!,humiliation,1,high,en,synthetic_template_v1
6754,listen everyone is tired of seeing your assignment online,harassment,1,high,en,synthetic_template_v1
6755,really everyone heard that you ruined the code today,rumor_mockery,1,high,en,synthetic_template_v1
6756,honestly you are acting like a stupid person every time,insult,1,medium,en,synthetic_template_v1
6757,again people say your assignment was copied every time,rumor_mockery,1,high,en,synthetic_template_v1
6758,listen people will remember this embarrassing drawing right now,humiliation,1,high,en,synthetic_template_v1
6759,Listen we will keep reporting every drawing you post today.,harassment,1,high,en,synthetic_template_v1
6760,you are acting like a incompetent person,insult,1,medium,en,synthetic_template_v1
6761,again your appearance looks awful in that photo in this group,appearance_attack,1,high,en,synthetic_template_v1
6762,really we will keep reporting every opinion you post in this group,harassment,1,high,en,synthetic_template_v1
6763,listen people say your code was copied right now,rumor_mockery,1,high,en,synthetic_template_v1
6764,seriously i disagree with your research but i respect your view online,normal,0,none,en,synthetic_template_v1
6765,Listen you explained the code very clearly every time,normal,0,none,en,synthetic_template_v1
6766,listen everyone knows you lied about the design,rumor_mockery,1,high,en,synthetic_template_v1
6767,honestly people will remember this embarrassing assignment in this group,humiliation,1,high,en,synthetic_template_v1
6768,honestly thank you for your helpful post today,normal,0,none,en,synthetic_template_v1
6769,listen you do not belong in this chat online,exclusion,1,medium,en,synthetic_template_v1
6770,your opinion is helpful right now,normal,0,none,en,synthetic_template_v1
6771,listen that was a very hopeless response right now,insult,1,medium,en,synthetic_template_v1
6772,thank you for your interesting project in this group,normal,0,none,en,synthetic_template_v1
6773,Seriously continue arguing because nobody takes you seriously every time.,provocation,1,medium,en,synthetic_template_v1
6774,listen everyone can see how embarrassing your presentation is online,humiliation,1,high,en,synthetic_template_v1
6775,again you embarrassed yourself with that research today,humiliation,1,high,en,synthetic_template_v1
6776,listen let us improve the comment together,normal,0,none,en,synthetic_template_v1
6777,seriously i really liked your assignment every time,normal,0,none,en,synthetic_template_v1
6778,You are completely ridiculous today!,general_abuse,1,medium,en,synthetic_template_v1
6779,really post another useless message for us to mock today,provocation,1,medium,en,synthetic_template_v1
6780,listen you always give worthless answers,insult,1,medium,en,synthetic_template_v1
6781,listen everyone heard that you ruined the opinion right now,rumor_mockery,1,high,en,synthetic_template_v1
6782,listen you always give poor answers today,insult,1,medium,en,synthetic_template_v1
6783,Listen your idea is helpful today.,normal,0,none,en,synthetic_template_v1
6784,Honestly we will keep reporting every answer you post in this group.,harassment,1,high,en,synthetic_template_v1
6785,honestly nobody should work with you on the design,exclusion,1,medium,en,synthetic_template_v1
6786,Really try again so everyone can laugh,provocation,1,medium,en,synthetic_template_v1
6787,listen you are completely hopeless today,general_abuse,1,medium,en,synthetic_template_v1
6788,Again you look awkward in that photo today,appearance_attack,1,high,en,synthetic_template_v1
6789,seriously you are too annoying to understand this post every time,academic_attack,1,medium,en,synthetic_template_v1
6790,seriously you are too ridiculous to understand this opinion today,academic_attack,1,medium,en,synthetic_template_v1
6791,again stop posting photos because you look ugly in this group,appearance_attack,1,high,en,synthetic_template_v1
6792,honestly nobody should work with you on the answer in this group,exclusion,1,medium,en,synthetic_template_v1
6793,seriously get lost you foolish today,general_abuse,1,medium,en,synthetic_template_v1
6794,you are a fat ugly pig,appearance_attack,1,high,en,user_uploaded_dataset
6795,honestly people will remember this embarrassing project,humiliation,1,high,en,synthetic_template_v1
6796,Really everyone heard that you ruined the code in this group!,rumor_mockery,1,high,en,synthetic_template_v1
6797,seriously everyone heard that you ruined the presentation right now,rumor_mockery,1,high,en,synthetic_template_v1
6798,people say your code was copied,rumor_mockery,1,high,en,synthetic_template_v1
6799,seriously everyone heard that you ruined the opinion today,rumor_mockery,1,high,en,synthetic_template_v1
6800,keep talking and show everyone how stupid you are every time,provocation,1,medium,en,synthetic_template_v1
6801,really post another hopeless drawing for us to mock in this group,provocation,1,medium,en,synthetic_template_v1
6802,again you are acting like a pathetic person in this group,insult,1,medium,en,synthetic_template_v1
6803,you are acting like a pathetic person,insult,1,medium,en,synthetic_template_v1
6804,again everyone heard that you ruined the idea online,rumor_mockery,1,high,en,synthetic_template_v1
6805,nobody should work with you on the opinion online,exclusion,1,medium,en,synthetic_template_v1
6806,listen you explained the answer very clearly online,normal,0,none,en,synthetic_template_v1
6807,again stop posting such poor things every time,insult,1,medium,en,synthetic_template_v1
6808,Seriously you are too clueless to understand this message!,academic_attack,1,medium,en,synthetic_template_v1
6809,Honestly everyone knows you lied about the idea today,rumor_mockery,1,high,en,synthetic_template_v1
6810,seriously your appearance looks pathetic in that photo online,appearance_attack,1,high,en,synthetic_template_v1
6811,again this is the most hopeless design here online,insult,1,medium,en,synthetic_template_v1
6812,Listen your research is helpful in this group!,normal,0,none,en,synthetic_template_v1
6813,really please share your comment when you are free online,normal,0,none,en,synthetic_template_v1
6814,Nobody cares about your project right now.,general_abuse,1,medium,en,synthetic_template_v1
6815,Again you are so worthless every time,insult,1,medium,en,synthetic_template_v1
6816,listen you look ugly in every picture today,appearance_attack,1,high,en,synthetic_template_v1
6817,listen your appearance looks pathetic in that photo right now,appearance_attack,1,high,en,synthetic_template_v1
6818,really continue arguing because nobody takes you seriously every time,provocation,1,medium,en,synthetic_template_v1
6819,seriously your appearance looks hopeless in that photo online,appearance_attack,1,high,en,synthetic_template_v1
6820,listen your marks show that you are hopeless in this group,academic_attack,1,medium,en,synthetic_template_v1
6821,listen you do not belong in this chat today,exclusion,1,medium,en,synthetic_template_v1
6822,Again you are not welcome in our discussion online,exclusion,1,medium,en,synthetic_template_v1
6823,Everyone will make fun of your appearance,appearance_attack,1,high,en,synthetic_template_v1
6824,seriously you will never complete this comment correctly right now,academic_attack,1,medium,en,synthetic_template_v1
6825,again you are completely embarrassing online,general_abuse,1,medium,en,synthetic_template_v1
6826,seriously you are a total failure online,general_abuse,1,medium,en,synthetic_template_v1
6827,really your presentation makes no sense at all today,insult,1,medium,en,synthetic_template_v1
6828,stop posting such useless things right now,insult,1,medium,en,synthetic_template_v1
6829,Really stop being such a loser today,general_abuse,1,medium,en,synthetic_template_v1
6830,Honestly nobody cares about your design every time!,general_abuse,1,medium,en,synthetic_template_v1
6831,Really nobody should work with you on the presentation right now!,exclusion,1,medium,en,synthetic_template_v1
6832,Show us another one of your failures right now!,provocation,1,medium,en,synthetic_template_v1
6833,again your idea is a joke to everyone right now,humiliation,1,high,en,synthetic_template_v1
6834,Please share your drawing when you are free in this group!,normal,0,none,en,synthetic_template_v1
6835,Listen people will remember this embarrassing answer in this group.,humiliation,1,high,en,synthetic_template_v1
6836,Honestly you embarrassed yourself with that code online!,humiliation,1,high,en,synthetic_template_v1
6837,listen you failed again in front of everyone today,humiliation,1,high,en,synthetic_template_v1
6838,really this is another embarrassing post from you online,humiliation,1,high,en,synthetic_template_v1
6839,honestly keep away from our group conversations in this group,harassment,1,high,en,synthetic_template_v1
6840,honestly everyone can see how awful your comment is today,humiliation,1,high,en,synthetic_template_v1
6841,Again the group is joking about your latest mistake online,rumor_mockery,1,high,en,synthetic_template_v1
6842,Your code is completely hopeless today,insult,1,medium,en,synthetic_template_v1
6843,Again shut up and stop being so foolish.,general_abuse,1,medium,en,synthetic_template_v1
6844,your assignment is completely useless right now,insult,1,medium,en,synthetic_template_v1
6845,seriously stop posting such awful things today,insult,1,medium,en,synthetic_template_v1
6846,seriously nobody should work with you on the answer,exclusion,1,medium,en,synthetic_template_v1
6847,honestly this comment was useful and interesting right now,normal,0,none,en,synthetic_template_v1
6848,Listen we will keep reporting every assignment you post every time,harassment,1,high,en,synthetic_template_v1
6849,your assignment is completely hopeless in this group,insult,1,medium,en,synthetic_template_v1
6850,Honestly everyone heard that you ruined the opinion online.,rumor_mockery,1,high,en,synthetic_template_v1
6851,really you are too hopeless to understand this drawing in this group,academic_attack,1,medium,en,synthetic_template_v1
6852,Keep posting because your mistakes entertain everyone right now,provocation,1,medium,en,synthetic_template_v1
6853,again this assignment was useful and interesting,normal,0,none,en,synthetic_template_v1
6854,listen you explained the assignment very clearly today,normal,0,none,en,synthetic_template_v1
6855,really nobody should work with you on the code today,exclusion,1,medium,en,synthetic_template_v1
6856,really everyone is tired of seeing your assignment in this group,harassment,1,high,en,synthetic_template_v1
6857,Really that picture makes you look ridiculous online,appearance_attack,1,high,en,synthetic_template_v1
6858,your code is excellent,normal,0,none,en,synthetic_template_v1
6859,really people will remember this embarrassing presentation online,humiliation,1,high,en,synthetic_template_v1
6860,honestly everyone is laughing at your code today,humiliation,1,high,en,synthetic_template_v1
6861,honestly your post is a joke to everyone every time,humiliation,1,high,en,synthetic_template_v1
6862,please share your research when you are free,normal,0,none,en,synthetic_template_v1
6863,listen stop posting photos because you look ugly,appearance_attack,1,high,en,synthetic_template_v1
6864,listen your idea is a joke to everyone every time,humiliation,1,high,en,synthetic_template_v1
6865,honestly thank you for your well prepared idea today,normal,0,none,en,synthetic_template_v1
6866,really people will remember this embarrassing comment in this group,humiliation,1,high,en,synthetic_template_v1
6867,really post another poor report for us to mock in this group,provocation,1,medium,en,synthetic_template_v1
6868,listen you look unpleasant in every picture,appearance_attack,1,high,en,synthetic_template_v1
6869,really i disagree with your drawing but i respect your view online,normal,0,none,en,synthetic_template_v1
6870,honestly you will never complete this opinion correctly every time,academic_attack,1,medium,en,synthetic_template_v1
6871,seriously nobody should work with you on the drawing right now,exclusion,1,medium,en,synthetic_template_v1
6872,shut up and stop being so ridiculous in this group,general_abuse,1,medium,en,synthetic_template_v1
6873,again you always give poor answers right now,insult,1,medium,en,synthetic_template_v1
6874,listen stop posting photos because you look ridiculous every time,appearance_attack,1,high,en,synthetic_template_v1
6875,again everyone heard that you ruined the message today,rumor_mockery,1,high,en,synthetic_template_v1
6876,Listen let us improve the project together,normal,0,none,en,synthetic_template_v1
6877,listen great job on the answer online,normal,0,none,en,synthetic_template_v1
6878,Listen everyone will make fun of your appearance every time,appearance_attack,1,high,en,synthetic_template_v1
6879,Everyone can see how awful your idea is every time!,humiliation,1,high,en,synthetic_template_v1
6880,Honestly i disagree with your opinion but i respect your view every time.,normal,0,none,en,synthetic_template_v1
6881,again stop posting such pathetic things every time,insult,1,medium,en,synthetic_template_v1
6882,listen you are acting like a worthless person right now,insult,1,medium,en,synthetic_template_v1
6883,seriously get lost you incompetent,general_abuse,1,medium,en,synthetic_template_v1
6884,people will remember this embarrassing answer today,humiliation,1,high,en,synthetic_template_v1
6885,Again show us another one of your failures right now!,provocation,1,medium,en,synthetic_template_v1
6886,really we will keep reporting every post you post online,harassment,1,high,en,synthetic_template_v1
6887,Listen you are completely poor every time!,general_abuse,1,medium,en,synthetic_template_v1
6888,Listen we do not want you in this discussion!,harassment,1,high,en,synthetic_template_v1
6889,i disagree with your idea but i respect your view every time,normal,0,none,en,synthetic_template_v1
6890,honestly we will keep reporting every comment you post every time,harassment,1,high,en,synthetic_template_v1
6891,listen people will remember this embarrassing drawing,humiliation,1,high,en,synthetic_template_v1
6892,everyone heard that you ruined the drawing right now,rumor_mockery,1,high,en,synthetic_template_v1
6893,Your mistake is being shared for everyone to laugh at today.,humiliation,1,high,en,synthetic_template_v1
6894,go on and embarrass yourself again every time,provocation,1,medium,en,synthetic_template_v1
6895,seriously you are too hopeless to understand this research in this group,academic_attack,1,medium,en,synthetic_template_v1
6896,your appearance looks hopeless in that photo today,appearance_attack,1,high,en,synthetic_template_v1
6897,really you embarrassed yourself with that drawing in this group,humiliation,1,high,en,synthetic_template_v1
6898,shut up and stop being so annoying,general_abuse,1,medium,en,synthetic_template_v1
6899,listen you are completely useless right now,general_abuse,1,medium,en,synthetic_template_v1
6900,again i disagree with your project but i respect your view right now,normal,0,none,en,synthetic_template_v1
6901,listen shut up and stop being so pathetic,general_abuse,1,medium,en,synthetic_template_v1
6902,listen get lost you ridiculous online,general_abuse,1,medium,en,synthetic_template_v1
6903,honestly you embarrassed yourself with that code in this group,humiliation,1,high,en,synthetic_template_v1
6904,listen your message is a joke to everyone in this group,humiliation,1,high,en,synthetic_template_v1
6905,seriously you are too stupid to understand this code every time,academic_attack,1,medium,en,synthetic_template_v1
6906,Seriously keep talking and show everyone how useless you are!,provocation,1,medium,en,synthetic_template_v1
6907,you are too incompetent to understand this report in this group,academic_attack,1,medium,en,synthetic_template_v1
6908,listen you are acting like a worthless person online,insult,1,medium,en,synthetic_template_v1
6909,people will remember this embarrassing opinion every time,humiliation,1,high,en,synthetic_template_v1
6910,Seriously you always fail at basic tasks today.,academic_attack,1,medium,en,synthetic_template_v1
6911,Honestly your embarrassing story is spreading online!,rumor_mockery,1,high,en,synthetic_template_v1
6912,seriously your message is creative online,normal,0,none,en,synthetic_template_v1
6913,Stop pretending you understand the drawing every time.,academic_attack,1,medium,en,synthetic_template_v1
6914,really thank you for your kind code every time,normal,0,none,en,synthetic_template_v1
6915,listen everyone knows you lied about the assignment every time,rumor_mockery,1,high,en,synthetic_template_v1
6916,seriously you explained the assignment very clearly right now,normal,0,none,en,synthetic_template_v1
6917,honestly everyone knows you lied about the code online,rumor_mockery,1,high,en,synthetic_template_v1
6918,listen your mistake is being shared for everyone to laugh at every time,humiliation,1,high,en,synthetic_template_v1
6919,Really we made another group without you in this group.,exclusion,1,medium,en,synthetic_template_v1
6920,shut up and stop being so worthless every time,general_abuse,1,medium,en,synthetic_template_v1
6921,Really stop pretending you understand the post.,academic_attack,1,medium,en,synthetic_template_v1
6922,Really people are forwarding your mistake everywhere every time,rumor_mockery,1,high,en,synthetic_template_v1
6923,your style looks nonsense in this group,appearance_attack,1,high,en,synthetic_template_v1
6924,Seriously everyone knows you lied about the post right now!,rumor_mockery,1,high,en,synthetic_template_v1
6925,Seriously the group keeps mocking what happened to you online,rumor_mockery,1,high,en,synthetic_template_v1
6926,again you are too useless to understand this report right now,academic_attack,1,medium,en,synthetic_template_v1
6927,Again thank you for your helpful post today,normal,0,none,en,synthetic_template_v1
6928,seriously stop posting photos because you look terrible every time,appearance_attack,1,high,en,synthetic_template_v1
6929,honestly we will keep reporting every report you post today,harassment,1,high,en,synthetic_template_v1
6930,really people say your report was copied in this group,rumor_mockery,1,high,en,synthetic_template_v1
6931,seriously nobody cares about your project today,general_abuse,1,medium,en,synthetic_template_v1
6932,really shut up and stop being so worthless online,general_abuse,1,medium,en,synthetic_template_v1
6933,seriously you are too worthless to understand this research every time,academic_attack,1,medium,en,synthetic_template_v1
6934,listen your effort on this comment is appreciated,normal,0,none,en,synthetic_template_v1
6935,listen stop posting such awful things in this group,insult,1,medium,en,synthetic_template_v1
6936,Honestly have a good day and take care!,normal,0,none,en,synthetic_template_v1
6937,you always fail at basic tasks right now,academic_attack,1,medium,en,synthetic_template_v1
6938,Listen thank you for your clear presentation,normal,0,none,en,synthetic_template_v1
6939,stop pretending you understand the post online,academic_attack,1,medium,en,synthetic_template_v1
6940,again your profile picture looks embarrassing in this group,appearance_attack,1,high,en,synthetic_template_v1
6941,Your effort on this code is appreciated today!,normal,0,none,en,synthetic_template_v1
6942,listen you are acting like a hopeless person online,insult,1,medium,en,synthetic_template_v1
6943,honestly people say your assignment was copied,rumor_mockery,1,high,en,synthetic_template_v1
6944,again get lost you foolish today,general_abuse,1,medium,en,synthetic_template_v1
6945,really nobody should work with you on the design today,exclusion,1,medium,en,synthetic_template_v1
6946,listen you are acting like a incompetent person in this group,insult,1,medium,en,synthetic_template_v1
6947,again your opinion is a joke to everyone every time,humiliation,1,high,en,synthetic_template_v1
6948,continue arguing because nobody takes you seriously online,provocation,1,medium,en,synthetic_template_v1
6949,We will keep reporting every assignment you post.,harassment,1,high,en,synthetic_template_v1
6950,seriously nobody cares about your report online,general_abuse,1,medium,en,synthetic_template_v1
6951,really people will remember this embarrassing presentation right now,humiliation,1,high,en,synthetic_template_v1
6952,really everyone knows you lied about the idea today,rumor_mockery,1,high,en,synthetic_template_v1
6953,seriously this presentation made you look ridiculous today,humiliation,1,high,en,synthetic_template_v1
6954,seriously your profile picture looks hopeless today,appearance_attack,1,high,en,synthetic_template_v1
6955,really your style looks useless today,appearance_attack,1,high,en,synthetic_template_v1
6956,Listen try again so everyone can laugh every time.,provocation,1,medium,en,synthetic_template_v1
6957,honestly you are too foolish to understand this message right now,academic_attack,1,medium,en,synthetic_template_v1
6958,people will remember this embarrassing project in this group,humiliation,1,high,en,synthetic_template_v1
6959,again everyone is tired of seeing your comment,harassment,1,high,en,synthetic_template_v1
6960,listen we will keep reporting every idea you post in this group,harassment,1,high,en,synthetic_template_v1
6961,again people will remember this embarrassing answer right now,humiliation,1,high,en,synthetic_template_v1
6962,really people say your research was copied in this group,rumor_mockery,1,high,en,synthetic_template_v1
6963,seriously everyone knows you lied about the project every time,rumor_mockery,1,high,en,synthetic_template_v1
6964,listen your style looks nonsense every time,appearance_attack,1,high,en,synthetic_template_v1
6965,really everyone is tired of seeing your comment right now,harassment,1,high,en,synthetic_template_v1
6966,Again your post is a joke to everyone in this group.,humiliation,1,high,en,synthetic_template_v1
6967,again nobody cares about your code,general_abuse,1,medium,en,synthetic_template_v1
6968,honestly we will keep reporting every design you post online,harassment,1,high,en,synthetic_template_v1
6969,seriously everyone knows you lied about the project today,rumor_mockery,1,high,en,synthetic_template_v1
6970,honestly you are acting like a hopeless person today,insult,1,medium,en,synthetic_template_v1
6971,nobody cares about your idea,general_abuse,1,medium,en,synthetic_template_v1
6972,honestly i really liked your assignment today,normal,0,none,en,synthetic_template_v1
6973,really let us improve the code together every time,normal,0,none,en,synthetic_template_v1
6974,Really i really liked your comment online.,normal,0,none,en,synthetic_template_v1
6975,honestly everyone is tired of seeing your message every time,harassment,1,high,en,synthetic_template_v1
6976,really people say your comment was copied in this group,rumor_mockery,1,high,en,synthetic_template_v1
6977,honestly you are too worthless to understand this code in this group,academic_attack,1,medium,en,synthetic_template_v1
6978,really everyone can see how useless your drawing is every time,humiliation,1,high,en,synthetic_template_v1
6979,again post another worthless post for us to mock right now,provocation,1,medium,en,synthetic_template_v1
6980,seriously you are too useless to understand this code every time,academic_attack,1,medium,en,synthetic_template_v1
6981,really stop posting such embarrassing things online,insult,1,medium,en,synthetic_template_v1
6982,you will never complete this drawing correctly every time,academic_attack,1,medium,en,synthetic_template_v1
6983,seriously your research is completely useless online,insult,1,medium,en,synthetic_template_v1
6984,honestly your profile picture looks embarrassing in this group,appearance_attack,1,high,en,synthetic_template_v1
6985,seriously your appearance looks pathetic in that photo every time,appearance_attack,1,high,en,synthetic_template_v1
6986,honestly continue arguing because nobody takes you seriously in this group,provocation,1,medium,en,synthetic_template_v1
6987,Listen you embarrassed yourself with that project today!,humiliation,1,high,en,synthetic_template_v1
6988,everyone is tired of seeing your assignment,harassment,1,high,en,synthetic_template_v1
6989,Again your answer proves you know nothing!,academic_attack,1,medium,en,synthetic_template_v1
6990,everyone can see how terrible your idea is every time,humiliation,1,high,en,synthetic_template_v1
6991,Your effort on this comment is appreciated every time!,normal,0,none,en,synthetic_template_v1
6992,really people will remember this embarrassing design in this group,humiliation,1,high,en,synthetic_template_v1
6993,listen that was a very stupid response today,insult,1,medium,en,synthetic_template_v1
6994,really stop pretending you understand the answer every time,academic_attack,1,medium,en,synthetic_template_v1
6995,honestly everyone is laughing at your message online,humiliation,1,high,en,synthetic_template_v1
6996,Listen that was a very pathetic response right now.,insult,1,medium,en,synthetic_template_v1
6997,Honestly i really liked your comment today!,normal,0,none,en,synthetic_template_v1
6998,seriously what a annoying thing to say in this group,insult,1,medium,en,synthetic_template_v1
6999,seriously this is the most embarrassing report here,insult,1,medium,en,synthetic_template_v1
7000,Seriously people will remember this embarrassing report right now.,humiliation,1,high,en,synthetic_template_v1
7001,seriously that was a very foolish response today,insult,1,medium,en,synthetic_template_v1
7002,Really try again so everyone can laugh in this group!,provocation,1,medium,en,synthetic_template_v1
7003,Honestly your project is clear today.,normal,0,none,en,synthetic_template_v1
7004,listen everyone is tired of seeing your assignment today,harassment,1,high,en,synthetic_template_v1
7005,seriously your message is a joke to everyone,humiliation,1,high,en,synthetic_template_v1
7006,listen this code was useful and interesting in this group,normal,0,none,en,synthetic_template_v1
7007,honestly you explained the research very clearly online,normal,0,none,en,synthetic_template_v1
7008,Really you are not invited to our group.,exclusion,1,medium,en,synthetic_template_v1
7009,Listen you are so foolish online.,insult,1,medium,en,synthetic_template_v1
7010,Your comment is completely embarrassing online.,insult,1,medium,en,synthetic_template_v1
7011,please share your message when you are free,normal,0,none,en,synthetic_template_v1
7012,again this is the most embarrassing comment here today,insult,1,medium,en,synthetic_template_v1
7013,Listen your style looks embarrassing right now!,appearance_attack,1,high,en,synthetic_template_v1
7014,seriously we will keep reporting every research you post in this group,harassment,1,high,en,synthetic_template_v1
7015,listen reply again so everyone can laugh at you every time,provocation,1,medium,en,synthetic_template_v1
7016,Seriously your project makes no sense at all right now!,insult,1,medium,en,synthetic_template_v1
7017,listen you explained the presentation very clearly in this group,normal,0,none,en,synthetic_template_v1
7018,go on and embarrass yourself again,provocation,1,medium,en,synthetic_template_v1
7019,Listen you should stay silent in this group every time.,harassment,1,high,en,synthetic_template_v1
7020,really get lost you clueless every time,general_abuse,1,medium,en,synthetic_template_v1
7021,really this is the most worthless message here,insult,1,medium,en,synthetic_template_v1
7022,listen everyone is laughing at your assignment in this group,humiliation,1,high,en,synthetic_template_v1
7023,everyone knows you lied about the post,rumor_mockery,1,high,en,synthetic_template_v1
7024,Listen your style looks useless in this group!,appearance_attack,1,high,en,synthetic_template_v1
7025,your post is a joke to everyone right now,humiliation,1,high,en,synthetic_template_v1
7026,honestly this is the most awful drawing here in this group,insult,1,medium,en,synthetic_template_v1
7027,You failed again in front of everyone online!,humiliation,1,high,en,synthetic_template_v1
7028,Again people say your comment was copied right now.,rumor_mockery,1,high,en,synthetic_template_v1
7029,really you will never complete this opinion correctly every time,academic_attack,1,medium,en,synthetic_template_v1
7030,Your assignment is completely useless every time,insult,1,medium,en,synthetic_template_v1
7031,seriously you are so annoying in this group,insult,1,medium,en,synthetic_template_v1
7032,Seriously you do not belong in this chat today!,exclusion,1,medium,en,synthetic_template_v1
7033,really you sound annoying in this drawing every time,insult,1,medium,en,synthetic_template_v1
7034,really your style looks awful,appearance_attack,1,high,en,synthetic_template_v1
7035,Seriously do not include this person in the team today.,exclusion,1,medium,en,synthetic_template_v1
